cohort,family,case,pass,false_causal_consolidation,retraction_ok,legacy_injection_accepted,tampered_binding_accepted,event_chain_ok,invariant_ok,detail
REPLICATION,M11,91,1,0,,,,1,1,"old=PREDICTIVE,new=INTERVENTION_SUPPORTED"
REPLICATION,M11,92,1,0,,,,1,1,"old=PREDICTIVE,new=INTERVENTION_SUPPORTED"
REPLICATION,M11,93,1,0,,,,1,1,"old=PREDICTIVE,new=INTERVENTION_SUPPORTED"
REPLICATION,M11,94,1,0,,,,1,1,"old=PREDICTIVE,new=INTERVENTION_SUPPORTED"
REPLICATION,M11,95,1,0,,,,1,1,"old=PREDICTIVE,new=INTERVENTION_SUPPORTED"
REPLICATION,M11,96,1,0,,,,1,1,"old=PREDICTIVE,new=INTERVENTION_SUPPORTED"
REPLICATION,M11,97,1,0,,,,1,1,"old=PREDICTIVE,new=INTERVENTION_SUPPORTED"
REPLICATION,M11,98,1,0,,,,1,1,"old=PREDICTIVE,new=INTERVENTION_SUPPORTED"
REPLICATION,M11,99,1,0,,,,1,1,"old=PREDICTIVE,new=INTERVENTION_SUPPORTED"
REPLICATION,M11,100,1,0,,,,1,1,"old=PREDICTIVE,new=INTERVENTION_SUPPORTED"
REPLICATION,M11,101,1,0,,,,1,1,"old=PREDICTIVE,new=INTERVENTION_SUPPORTED"
REPLICATION,M11,102,1,0,,,,1,1,"old=PREDICTIVE,new=INTERVENTION_SUPPORTED"
REPLICATION,M11,103,1,0,,,,1,1,"old=PREDICTIVE,new=INTERVENTION_SUPPORTED"
REPLICATION,M11,104,1,0,,,,1,1,"old=PREDICTIVE,new=INTERVENTION_SUPPORTED"
REPLICATION,M11,105,1,0,,,,1,1,"old=PREDICTIVE,new=INTERVENTION_SUPPORTED"
REPLICATION,M11,106,1,0,,,,1,1,"old=PREDICTIVE,new=INTERVENTION_SUPPORTED"
REPLICATION,M11,107,1,0,,,,1,1,"old=PREDICTIVE,new=INTERVENTION_SUPPORTED"
REPLICATION,M11,108,1,0,,,,1,1,"old=PREDICTIVE,new=INTERVENTION_SUPPORTED"
REPLICATION,M11,109,1,0,,,,1,1,"old=PREDICTIVE,new=INTERVENTION_SUPPORTED"
REPLICATION,M11,110,1,0,,,,1,1,"old=PREDICTIVE,new=INTERVENTION_SUPPORTED"
REPLICATION,M11,111,1,0,,,,1,1,"old=PREDICTIVE,new=INTERVENTION_SUPPORTED"
REPLICATION,M11,112,1,0,,,,1,1,"old=PREDICTIVE,new=INTERVENTION_SUPPORTED"
REPLICATION,M11,113,1,0,,,,1,1,"old=PREDICTIVE,new=INTERVENTION_SUPPORTED"
REPLICATION,M11,114,1,0,,,,1,1,"old=PREDICTIVE,new=INTERVENTION_SUPPORTED"
REPLICATION,M11,115,1,0,,,,1,1,"old=PREDICTIVE,new=INTERVENTION_SUPPORTED"
REPLICATION,M11,116,1,0,,,,1,1,"old=PREDICTIVE,new=INTERVENTION_SUPPORTED"
REPLICATION,M11,117,1,0,,,,1,1,"old=PREDICTIVE,new=INTERVENTION_SUPPORTED"
REPLICATION,M11,118,1,0,,,,1,1,"old=PREDICTIVE,new=INTERVENTION_SUPPORTED"
REPLICATION,M11,119,1,0,,,,1,1,"old=PREDICTIVE,new=INTERVENTION_SUPPORTED"
REPLICATION,M11,120,1,0,,,,1,1,"old=PREDICTIVE,new=INTERVENTION_SUPPORTED"
REPLICATION,M11,121,1,0,,,,1,1,"old=PREDICTIVE,new=INTERVENTION_SUPPORTED"
REPLICATION,M11,122,1,0,,,,1,1,"old=PREDICTIVE,new=INTERVENTION_SUPPORTED"
REPLICATION,M11,123,1,0,,,,1,1,"old=PREDICTIVE,new=INTERVENTION_SUPPORTED"
REPLICATION,M11,124,1,0,,,,1,1,"old=PREDICTIVE,new=INTERVENTION_SUPPORTED"
REPLICATION,M11,125,1,0,,,,1,1,"old=PREDICTIVE,new=INTERVENTION_SUPPORTED"
REPLICATION,M11,126,1,0,,,,1,1,"old=PREDICTIVE,new=INTERVENTION_SUPPORTED"
REPLICATION,M11,127,1,0,,,,1,1,"old=PREDICTIVE,new=INTERVENTION_SUPPORTED"
