family,method,budget,n_rows,mean_rmse_true_teacher,mean_rmse_model_teacher,mean_false_credit_mass_true,max_false_credit_mass_true,topset_recovery,mean_max_estimator_variance,max_estimator_variance,mean_actual_evaluations,mean_model_teacher_false_mass_true
E2_CONTEXT_SIGN_FLIP,ANTITHETIC_CRN_MC,64,512,4.6129271189793253e-17,4.6129271189793253e-17,0.0,0.0,1.0,0.0,0.0,65.0,1.1024980841461971e-16
E2_CONTEXT_SIGN_FLIP,ANTITHETIC_CRN_MC,128,512,4.6129271189793253e-17,4.6129271189793253e-17,0.0,0.0,1.0,0.0,0.0,129.0,1.1024980841461971e-16
E2_CONTEXT_SIGN_FLIP,ANTITHETIC_CRN_MC,256,512,4.6129271189793253e-17,4.6129271189793253e-17,0.0,0.0,1.0,0.0,0.0,257.0,1.1024980841461971e-16
E2_CONTEXT_SIGN_FLIP,CRN_CHAIN_MC,8,512,0.24511718750000003,0.24511718750000003,0.0,0.0,1.0,0.509765625,1.0,9.0,1.1024980841461971e-16
E2_CONTEXT_SIGN_FLIP,CRN_CHAIN_MC,16,512,0.19433593750000003,0.19433593750000003,0.0,0.0,1.0,0.2451171875,0.3333333333333333,17.0,1.1024980841461971e-16
E2_CONTEXT_SIGN_FLIP,CRN_CHAIN_MC,32,512,0.1328125,0.1328125,0.0,0.0,1.0,0.1250697544642857,0.14285714285714285,33.0,1.1024980841461971e-16
E2_CONTEXT_SIGN_FLIP,CRN_CHAIN_MC,64,512,0.09545898437500001,0.09545898437500001,0.0,0.0,1.0,0.06272379557291667,0.06666666666666667,65.0,1.1024980841461971e-16
E2_CONTEXT_SIGN_FLIP,CRN_CHAIN_MC,128,512,0.07019042968750001,0.07019042968750001,0.0,0.0,1.0,0.031216529107862902,0.03225806451612903,129.0,1.1024980841461971e-16
E2_CONTEXT_SIGN_FLIP,CRN_CHAIN_MC,256,512,0.05130004882812501,0.05130004882812501,0.0,0.0,1.0,0.015610376993815104,0.015873015873015872,257.0,1.1024980841461971e-16
E2_CONTEXT_SIGN_FLIP,DOUBLE_ANTITHETIC_CRN_MC,8,512,4.6129271189793253e-17,4.6129271189793253e-17,0.0,0.0,1.0,0.0,0.0,17.0,1.1024980841461971e-16
E2_CONTEXT_SIGN_FLIP,DOUBLE_ANTITHETIC_CRN_MC,16,512,4.6129271189793253e-17,4.6129271189793253e-17,0.0,0.0,1.0,0.0,0.0,17.0,1.1024980841461971e-16
E2_CONTEXT_SIGN_FLIP,DOUBLE_ANTITHETIC_CRN_MC,32,512,4.6129271189793253e-17,4.6129271189793253e-17,0.0,0.0,1.0,0.0,0.0,33.0,1.1024980841461971e-16
E2_CONTEXT_SIGN_FLIP,DOUBLE_ANTITHETIC_CRN_MC,64,512,4.6129271189793253e-17,4.6129271189793253e-17,0.0,0.0,1.0,0.0,0.0,65.0,1.1024980841461971e-16
